『αγαλλιμ』	N
『αγαλμα』	N
『αγαμος』	A
『αγαν』	D
『αγανακτεω』	V
『αγαπαω』	V
『αγαπεω』	V
『αγαπη』	N
『αγαπησις』	N
『αγαπητος』	A
『αγαρ』	N
『αγαραιος』	N
『αγαρηνος』	N
『αγαρι』	N
『αγαριτης』	N
『αγαρμι』	N
『αγαυριαμα』	N
『αγαυριαω』	V
『αγγαβα』	N
『αγγαι』	N
『αγγαιας』	N
『αγγαιος』	N
『αγγαιου』	N
『αγγειον』	N
『αγγελια』	N
『αγγελος』	N
『αγγι』	N
『αγγια』	N
『αγγιθ』	N
『αγγις』	N
『αγγος』	N
『αγεαδδαιρ』	N
『αγελαιος』	A
『αγελη』	N
『αγεληδον』	D
『αγερωχια』	N
『αγερωχος』	A
『αγια』	N
『αγιαζω』	V
『αγιασμα』	N
『αγιασμος』	N
『αγιαστηριον』	N
『αγιαστια』	N
『αγιν』	N
『αγιος』	A
『αγιος』	N
『αγιοτης』	N
『αγιωσυνη』	A
『αγιωσυνη』	N
『αγκαλη』	N
『αγκαλις』	N
『αγκιστρον』	N
『αγκυλη』	N
『αγκων』	N
『αγκωνισκος』	N
『αγλα』	N
『αγλαθ-σαλισια』	N
『αγλων』	N
『αγνεια』	N
『αγνιζω』	V
『αγνισμα』	N
『αγνισμος』	N
『αγνοεω』	V
『αγνοημα』	N
『αγνοια』	N
『αγνος.1』	N
『αγνος』	A
『αγνωσια』	N
『αγνωστος』	A
『αγονος』	A
『αγονος』	N
『αγορα』	N
『αγοραζω』	V
『αγορανομια』	N
『αγορασμος』	N
『αγοραστης』	N
『αγρευω』	V
『αγριανω』	V
『αγριομυρικη』	N
『αγριος』	A
『αγριοτης』	N
『αγριοω』	V
『αγριως』	D
『αγροικος』	A
『αγρος』	N
『αγρυπνεω』	V
『αγρυπνια』	N
『αγρωστις』	N
『αγυια』	N
『αγχις』	N
『αγχιστεια』	N
『αγχιστευς』	N
『αγχιστευτης』	N
『αγχιστευω』	V
『αγχους』	N
『αγχω』	V
『αγχωχ』	N
『αγω』	V
『αγωγη』	N
『αγων』	N
『αγωνια』	N
『αγωνιαω』	V
『αγωνιζομαι』	V
『αγωνιστης』	N
『αδα』	N
『αδαδ』	N
『αδαδα』	N
『αδαι』	N
『αδαια』	N
『αδαιας』	N
『αδαμ』	N
『αδαμα』	N
『αδαμαντινος』	A
『αδαμας』	N
『αδαμαστος』	A
『αδαμι』	N
『αδαν』	N
『αδαρ』	N
『αδαρι』	N
『αδασα』	N
『αδασαι』	N
『αδασαν』	N
『αδδαι』	N
『αδδαιον』	N
『αδδαιω』	N
『αδδαμιν』	N
『αδδαρα』	N
『αδδι』	N
『αδδους』	N
『αδδω』	N
『αδεια』	N
『αδειπνος』	A
『αδελφη』	N
『αδελφιδος』	N
『αδελφικως』	D
『αδελφοκτονος』	A
『αδελφοπρεπως』	D
『αδελφος』	N
『αδελφοτης』	A
『αδελφοτης』	N
『αδενικαμ』	N
『αδερ』	N
『αδεως』	D
『αδηλος』	A
『αδης』	N
『αδι』	N
『αδια』	N
『αδιαθαιμ』	N
『αδιακριτος』	A
『αδιαλειπτως』	D
『αδιαλυτος』	A
『αδιαπτωτος』	A
『αδιαστροφος』	A
『αδιατρεπτος』	A
『αδιδ』	N
『αδιδα』	N
『αδιεξεταστος』	A
『αδιηλ』	N
『αδικεω』	V
『αδικημα』	N
『αδικια』	N
『αδικος』	A
『αδικως』	D
『αδιν』	N
『αδινα』	N
『αδινων』	N
『αδλι』	N
『αδνας』	N
『αδοκητος』	A
『αδοκιμος』	A
『αδολεσχεω』	V
『αδολεσχια』	N
『αδολως』	D
『αδοξεω』	V
『αδοξια』	N
『αδοξος』	A
『αδουηλ』	N
『αδρααζαρ』	N
『αδραζαρ』	N
『αδραμελεχ』	N
『αδρανης』	A
『αδρος』	A
『αδρυνω』	V
『αδυναμεω』	V
『αδυναμια』	N
『αδυνατεω』	V
『αδυνατος』	A
『αδυναω』	V
『αδω』	V
『αδων』	N
『αδωναι』	N
『αδωναιε』	N
『αδωνια』	N
『αδωνιας』	N
『αδωνιβεζεκ』	N
『αδωνικαμ』	N
『αδωνιραμ』	N
『αδωρα』	N
『αδωραιμ』	N
『αδωρηεμ』	N
『αει』	D
『αεμε』	N
『αεναος』	A
『αενδωρ』	N
『αερ』	N
『αεργος』	A
『αερμων』	N
『αετος』	N
『αζαβουχ』	N
『αζαηλ』	N
『αζαηλος』	N
『αζαια』	N
『αζακι』	N
『αζανια』	N
『αζανωθ』	N
『αζαραηλ』	N
『αζαρια』	N
『αζαριας』	N
『αζαριον』	N
『αζαριου』	N
『αζαυ』	N
『αζενι』	N
『αζερ』	N
『αζηκα』	N
『αζηρ』	N
『αζητας』	N
『αζιηλ』	N
『αζιν』	N
『αζιφ』	N
『αζμωθ』	N
『αζοβ』	N
『αζουβα』	N
『αζουρ』	N
『αζουρου』	N
『αζυμος』	A
『αζωβαι』	N
『αζωρ』	N
『αζωτια』	N
『αζωτιος』	N
『αζωτιστι』	N
『αζωτος』	N
『αηδια』	N
『αηδις』	N
『αηρ』	A
『αηρ』	N
『αθαθ』	N
『αθαια』	N
『αθανασια』	N
『αθανατος』	A
『αθανι』	N
『αθανιν』	N
『αθαριν』	N
『αθελια』	N
『αθεμιτος』	A
『αθερ』	N
『αθερσαθα』	N
『αθεσια』	A
『αθεσια』	N
『αθεσμος』	A
『αθεσμως』	D
『αθετεω』	V
『αθετημα』	A
『αθετημα』	N
『αθετησις』	N
『αθεωρητος』	A
『αθηναιος』	N
『αθηνοβιος』	N
『αθιν』	N
『αθλητης』	N
『αθλιος』	A
『αθλοθετεω』	V
『αθλον』	N
『αθλοφορος』	A
『αθουκιιν』	N
『αθουρ』	N
『αθουριας』	N
『αθροιζω』	V
『αθροισμα』	N
『αθροος』	A
『αθυμεω』	V
『αθυμια』	N
『αθυτος』	A
『αθωος』	A
『αθωοω』	V
『αια』	N
『αιαλων』	N
『αιγγαδοις』	N
『αιγειος』	A
『αιγιαλος』	N
『αιγιδιον』	N
『αιγλα』	N
『αιγυπτια』	A
『αιγυπτιος』	A
『αιγυπτιος』	N
『αιγυπτος』	N
『αιδαδ』	N
『αιδαν』	N
『αιδεομαι』	V
『αιδημων』	A
『αιδιος』	A
『αιδιοτης』	N
『αιδοιος』	A
『αιδως』	N
『αιε』	N
『αιζηλ』	N
『αιθαλη』	N
『αιθαλιμ』	N
『αιθαμ』	N
『αιθαμιν』	N
『αιθαν』	N
『αιθι』	N
『αιθιηλ』	N
『αιθιοπια』	N
『αιθιοψ』	N
『αιθριος』	A
『αιιν』	N
『αικαρεν』	N
『αικια』	N
『αικιζομαι』	V
『αικιζω』	V
『αικισμος』	A
『αικισμος』	N
『αιλ』	N
『αιλαθ』	N
『αιλαμ.1』	N
『αιλαμ』	N
『αιλαμειτης』	N
『αιλαμιτης』	N
『αιλαμμω』	N
『αιλευ』	N
『αιλιμ』	N
『αιλουρος』	N
『αιλους』	N
『αιλωθ』	N
『αιλωμ』	N
『αιλων』	N
『αιμα』	N
『αιμαθ』	N
『αιμαν』	N
『αιμανι』	N
『αιμαρεκ』	N
『αιμασσω』	V
『αιμοβορος』	A
『αιμορροεω』	V
『αιμωδιαω』	V
『αιν.1』	N
『αιν』	N
『αιναγαλιμ』	N
『αινακιμ』	N
『αιναν』	N
『αινγαδιν』	N
『αινεσις』	N
『αινετος』	A
『αινεω』	V
『αινιγμα』	N
『αινιγματιστης』	N
『αινος』	N
『αινων』	N
『αιξ』	N
『αιπολιον』	N
『αιπολος』	N
『αιρεμ』	N
『αιρεσις』	N
『αιρετιζω』	V
『αιρετις』	N
『αιρετος』	A
『αιρεω』	V
『αιρω』	N
『αιρω』	V
『αισαμ』	N
『αισαν』	N
『αισθανομαι』	V
『αισθησις』	N
『αισθητηριον』	N
『αισθητικη』	N
『αισιμωθ』	N
『αισχρος』	A
『αισχρως』	D
『αισχυνη』	N
『αισχυντηρος』	A
『αισχυνω』	V
『αισωρα』	N
『αιταμ』	N
『αιταν』	N
『αιτεω』	V
『αιτημα』	N
『αιτησις』	N
『αιτια』	N
『αιτιαομαι』	V
『αιτιος』	A
『αιτωβ』	N
『αιφνιδιος』	A
『αιφνιδιως』	D
『αιχιοζα』	N
『αιχμαλωσια』	N
『αιχμαλωτευω』	V
『αιχμαλωτιζω』	V
『αιχμαλωτις』	N
『αιχμαλωτος』	A
『αιων』	N
『αιωνιος』	A
『ακαβωθ』	N
『ακαθαρσια』	N
『ακαθαρτος』	A
『ακαιρος』	A
『ακαιρως』	D
『ακακια』	N
『ακακος』	A
『ακαλυπτος』	A
『ακαλυπτως』	D
『ακαν』	N
『ακανα』	N
『ακανθα』	N
『ακανθινος』	A
『ακαρδιος』	A
『ακαριαιος』	A
『ακαρπια』	N
『ακαρπος』	A
『ακαταγνωστος』	A
『ακατακαλυπτος』	A
『ακαταλυτος』	A
『ακαταμαχητος』	A
『ακαταν』	N
『ακαταποτος』	A
『ακατασκευαστος』	A
『ακαταστασια』	N
『ακαταστατεω』	V
『ακαταστατος』	A
『ακατασχετος』	A
『ακατεργαστος』	A
『ακαυστος』	A
『ακεραιος』	A
『ακηδια』	N
『ακηδιαζω』	V
『ακηδιαω』	V
『ακηλιδωτος』	A
『ακιδωτον』	N
『ακιεζι』	N
『ακιμ』	N
『ακινακης』	N
『ακινητος』	A
『ακις』	N
『ακιφα』	N
『ακκαριωθ』	N
『ακκαρων』	N
『ακκαρωνιτης』	N
『ακκως』	N
『ακλεης』	A
『ακλεως』	D
『ακληρεω』	V
『ακλητος』	A
『ακλινης』	A
『ακμαζω』	V
『ακμαιος』	A
『ακμη』	N
『ακμων』	N
『ακοη』	N
『ακοιμητος』	A
『ακοινωνητος』	A
『ακολασια』	N
『ακολαστος』	A
『ακολουθεω』	V
『ακολουθια』	N
『ακολουθος』	A
『ακολουθως』	D
『ακοναω』	V
『ακοντιζω』	V
『ακοντιστης』	N
『ακοπιαστως』	D
『ακορ』	N
『ακοσμος』	A
『ακοσμως』	D
『ακουβ』	N
『ακουδ』	N
『ακουν』	N
『ακους』	N
『ακουσιαζω』	V
『ακουσιος』	A
『ακουσιως』	D
『ακουστος』	A
『ακουτιζω』	V
『ακουφ』	N
『ακουω』	V
『ακρα』	N
『ακραβαττηνη』	N
『ακραβιν』	N
『ακρασια』	N
『ακρατης』	A
『ακρατος』	A
『ακρατος』	N
『ακριβαζω』	V
『ακριβασμος』	N
『ακριβεια』	N
『ακριβης』	A
『ακριβως』	D
『ακρις』	N
『ακριτως』	D
『ακροαμα』	N
『ακροαομαι』	V
『ακροασις』	N
『ακροατης』	N
『ακροβυστια』	N
『ακρογωνιαιος』	A
『ακροδρυα』	N
『ακρον』	A
『ακροπολις』	N
『ακρος』	A
『ακροτομος』	A
『ακροφυλαξ』	N
『ακρωτηριαζω』	V
『ακρωτηριον』	N
『ακτις』	N
『ακυματος』	A
『ακυρος』	A
『ακυροω』	V
『ακχοβωρ』	N
『ακχω』	N
『ακωλυτος』	A
『ακων』	A
『ακως』	N
『αλα』	N
『αλαβαστρον』	N
『αλαε』	N
『αλαζονεια』	N
『αλαζονευομαι』	V
『αλαζων』	N
『αλαιμωθ』	N
『αλαλαγμος』	N
『αλαλαζω』	V
『αλαλος』	A
『αλας』	N
『αλασσω』	V
『αλαστωρ』	N
『αλαωθ』	N
『αλγεω』	V
『αλγηδων』	N
『αλγημα』	N
『αλγηρος』	A
『αλγος』	N
『αλειμμα』	N
『αλειφω』	V
『αλεκτρυων』	N
『αλεκτωρ』	N
『αλεμα』	N
『αλεμοι』	N
『αλεμωνι』	N
『αλεξανδρεια』	N
『αλεξανδρευς』	N
『αλεξανδρος』	N
『αλευρον』	N
『αλεφ』	N
『αλεω』	V
『αληθεια』	N
『αληθευω』	V
『αληθης』	A
『αληθης』	RA+N
『αληθινος』	A
『αληθινως』	D
『αληθω』	V
『αληθως』	D
『αληκτος』	A
『αλιαετος』	N
『αλιευς』	N
『αλιευω』	V
『αλιζω』	V
『αλιηλ』	N
『αλικαρνασσος』	N
『αλιμαζονις』	N
『αλιμον』	A
『αλισγεω』	V
『αλισκω』	V
『αλιτηριος』	A
『αλιτηριος』	N
『αλιφαλατ』	N
『αλιφαλεθ』	N
『αλκαθα』	N
『αλκη』	N
『αλκιμος』	N
『αλλα』	C
『αλλαγη』	N
『αλλαγμα』	N
『αλλασσω』	V
『αλλαχη』	D
『αλλαχη』	N
『αλλαχοθεν』	D
『αλληλ』	N
『αλληλι』	N
『αλληλουια』	I
『αλληλων』	RD
『αλλογενης』	A
『αλλογλωσσος』	A
『αλλοεθνης』	A
『αλλοθεν』	D
『αλλοιοω』	V
『αλλοιωσις』	N
『αλλομαι』	V
『αλλος』	A
『αλλος』	RD
『αλλοτε』	D
『αλλοτριος』	A
『αλλοτριοτης』	N
『αλλοτριοω』	V
『αλλοτριως』	D
『αλλοτριωσις』	N
『αλλοφυλεω』	V
『αλλοφυλισμος』	N
『αλλοφυλος』	A
『αλλοφυλος』	N
『αλλοφωνος』	A
『αλλωης』	N
『αλλων』	N
『αλλωνι』	N
『αλλως』	D
『αλμα』	N
『αλμη』	N
『αλμυρις』	N
『αλμυρος』	A
『αλοαω』	V
『αλογεω』	V
『αλογιστια』	N
『αλογιστος』	A
『αλογιστως』	D
『αλογος』	A
『αλογως』	D
『αλοηλ』	N
『αλοητος』	N
『αλοιφη』	N
『αλουα』	N
『αλουλ』	N
『αλς』	N
『αλσος』	N
『αλσωδης』	A
『αλσωδης』	N
『αλσωρηχ』	N
『αλυκος』	A
『αλυσιδωτος』	A
『αλυσιδωτος』	N
『αλυσις』	N
『αλφ』	N
『αλφααλ』	N
『αλφιτον』	N
『αλφος』	N
『αλωης』	N
『αλωθ』	N
『αλων』	N
『αλωναμ』	N
『αλωπηξ』	N
『αλωσις』	N
『αμα』	D
『αμα』	P
『αμαδ』	N
『αμαδα』	N
『αμαδαθος』	N
『αμαδαθου』	N
『αμαδαρωθ』	N
『αμαδια』	N
『αμαζονις』	N
『αμαθ』	N
『αμαθαρ』	N
『αμαθι』	N
『αμαθια』	N
『αμαθιτις』	N
『αμαλ』	N
『αμαληκ』	N
『αμαληκιτης』	N
『αμαληκιτος』	N
『αμαλθεια』	N
『αμαμ』	N
『αμαν』	N
『αμανιτος』	N
『αμαξα』	N
『αμαρ』	N
『αμαραντος』	A
『αμαρι』	N
『αμαρια.1』	N
『αμαρια』	N
『αμαριας』	N
『αμαρτανω』	V
『αμαρτημα』	N
『αμαρτια』	N
『αμαρτωλος』	A
『αμαρτωλος』	N
『αμαρφαλ』	N
『αμασαι』	N
『αμασενιθ』	N
『αμασητος』	A
『αμασι』	N
『αμασια』	N
『αμασιαν』	N
『αμασιας』	N
『αματταρι』	N
『αμαυρος』	A
『αμαυροω』	V
『αμαφεθ』	N
『αμαω』	V
『αμβακουμ』	N
『αμβλακημα』	N
『αμβλυνω』	V
『αμβλυωπεω』	V
『αμβραμ』	N
『αμβρι』	N
『αμβροσιος』	A
『αμεθυστος』	N
『αμειδητος』	A
『αμειξια』	N
『αμεκασις』	N
『αμεκκασις』	N
『αμελγω』	V
『αμελεω』	V
『αμελξις』	N
『αμελσαδ』	N
『αμελως』	D
『αμεμπτος』	A
『αμεμπτως』	D
『αμερης』	A
『αμεριμνος』	A
『αμεσσα』	N
『αμεσσαι』	N
『αμεσσια』	N
『αμεσσιας』	N
『αμεταθετος』	A
『αμετρητος』	A
『αμηαχι』	N
『αμην』	I
『αμητος』	N
『αμηχανος』	A
『αμιαντος』	A
『αμιζαβαθ』	N
『αμιηλ』	N
『αμιναδαβ』	N
『αμιουδ』	N
『αμισαδαι』	N
『αμισθι』	D
『αμιτααλ』	N
『αμιταλ』	N
『αμμα』	N
『αμμαδι』	N
『αμμαθαριμ』	N
『αμμαν』	N
『αμμανειτης.1』	N
『αμμανειτης』	N
『αμμανιθ』	N
『αμμανιται』	N
『αμμανιτην』	N
『αμμανιτης』	N
『αμμανιτις』	N
『αμμαους』	N
『αμμαχ』	N
『αμμιδαιοι』	N
『αμμιουδ』	N
『αμμος』	N
『αμμωδης』	A
『αμμων』	N
『αμμωνι』	N
『αμνας』	N
『αμνημονεω』	V
『αμνησια』	N
『αμνησικακια』	N
『αμνηστευτος』	A
『αμνηστια』	N
『αμνος』	N
『αμνων』	N
『αμοιρος』	A
『αμολυντος』	A
『αμορι』	N
『αμορια』	N
『αμορις』	N
『αμοριτη』	N
『αμορος』	A
『αμορραια』	N
『αμορραιος』	N
『αμορρι』	N
『αμορφος』	A
『αμουηλ』	N
『αμουκ』	N
『αμπελος』	N
『αμπελουργος』	N
『αμπελων』	N
『αμπλακια』	N
『αμραμ』	N
『αμραμις』	N
『αμρι』	N
『αμυγδαλον』	N
『αμυθητος』	A
『αμυνα』	N
『αμυνω』	V
『αμφιαζω』	V
『αμφιασις』	N
『αμφιβαλλω』	V
『αμφιβληστρον』	N
『αμφιβολευς』	N
『αμφιεννυμι』	V
『αμφιλαφης』	A
『αμφιν』	N
『αμφιταπος』	A
『αμφοδον』	N
『αμφοτεροδεξιος』	A
『αμφοτερος』	A
『αμωθ』	N
『αμωκη』	N
『αμωμος』	A
『αμων』	N
『αμωρα』	N
『αμως』	N
『αμωσα』	N
『αν』	X
『ανα.1』	P
『ανα』	N
『αναβαθμις』	N
『αναβαθμος』	N
『αναβαινω』	V
『αναβαλλω』	V
『αναβασις』	N
『αναβασταζω』	V
『αναβατης』	N
『αναβιβαζω』	V
『αναβιοω』	V
『αναβλαστανω』	V
『αναβλεπω』	V
『αναβλεψις』	N
『αναβοαω』	V
『αναβολη』	N
『αναβραζω』	V
『αναβρασσω』	V
『αναβωθ』	N
『αναγ』	N
『αναγγελλω』	V
『αναγινωσκω』	V
『αναγκαζω』	V
『αναγκαιος』	A
『αναγκη』	N
『αναγνεια』	N
『αναγνωριζω』	V
『αναγνωσις』	N
『αναγνωστης』	N
『αναγορευω』	V
『αναγραφη』	N
『αναγραφω』	V
『αναγω』	V
『αναγωγως』	D
『αναδεικνυμι』	V
『αναδειξις』	N
『αναδενδρας』	N
『αναδεχομαι』	V
『αναδιδωμι』	V
『αναδυσις』	N
『αναζευγνυω』	V
『αναζεω』	V
『αναζητεω』	V
『αναζυγη』	N
『αναζωννυμι』	V
『αναζωπυρεω』	V
『αναηλ』	N
『αναθ』	N
『αναθαλλω』	V
『αναθεμα』	N
『αναθεματιζω』	V
『αναθημα』	N
『αναθωθ』	N
『αναθωθι』	N
『αναθωθια』	N
『αναθωθιτης』	N
『αναια』	N
『αναιδεια』	N
『αναιδης』	A
『αναιδως』	D
『αναιρεσις』	N
『αναιρεω』	V
『αναιτιος』	A
『αναιτιως』	D
『ανακαινιζω』	V
『ανακαιω』	V
『ανακαλεω』	V
『ανακαλυπτω』	V
『ανακαμπτω』	V
『ανακειμαι』	V
『ανακηρυσσω』	V
『ανακλαω』	V
『ανακλινω』	V
『ανακλισις』	N
『ανακλιτον』	N
『ανακοινοω』	V
『ανακομιζω』	V
『ανακοπτω』	V
『ανακραζω』	V
『ανακρινω』	V
『ανακρισις』	N
『ανακρουω』	V
『ανακυπτω』	V
『αναλαμβανω』	V
『αναλαμπω』	V
『αναλγητος』	A
『αναλεγω』	V
『αναλημμα』	N
『αναλημπτεος』	A
『αναλημπτηρ』	N
『αναληψις』	N
『αναλισκω』	V
『αναλογιζομαι』	V
『αναλογως』	D
『αναλυω』	V
『αναλωσις』	N
『αναμ』	N
『αναμαρτητος』	A
『αναμεηλ』	N
『αναμενω』	V
『αναμιγνυμι』	V
『αναμιμνησκω』	V
『αναμιξις』	N
『αναμνησις』	N
『αναμοχλευω』	V
『αναμφισβητητως』	D
『αναν』	N
『ανανδρος』	A
『ανανεαζω』	V
『ανανεηλ』	N
『ανανεοω』	V
『ανανευσις』	N
『ανανευω』	V
『ανανεωσις』	N
『ανανι』	N
『ανανιας』	N
『ανανιηλ』	N
『αναντια』	N
『αναντλεω』	V
『αναξηραινω』	V
『αναξιος』	A
『αναξις』	N
『αναξιως』	D
『αναπαλιν』	D
『αναπαυμα』	N
『αναπαυσις』	N
『αναπαυω』	V
『αναπειθω』	V
『αναπειρω』	V
『αναπεταννυμι』	V
『αναπηδαω』	V
『αναπηρος』	A
『αναπηρος』	N
『αναπιπτω』	V
『αναπλασσω』	V
『αναπληροω』	V
『αναπληρωσις』	N
『αναπνεω』	V
『αναποδιζω』	V
『αναποδισμος』	N
『αναποιεω』	V
『αναπτεροω』	V
『αναπτερωσις』	N
『αναπτυσσω』	V
『αναπτω』	V
『αναρ』	N
『αναρεθ』	N
『αναριθμητος』	A
『αναρπαζω』	V
『αναρρηγνυμι』	V
『ανασιβ』	N
『ανασκαπτω』	V
『ανασπαω』	V
『ανασσα』	N
『αναστασις』	N
『αναστατοω』	V
『αναστελλω』	V
『αναστεναζω』	V
『αναστημα』	N
『αναστρατοπεδευω』	V
『αναστρεφω』	V
『αναστροφη』	N
『ανασυρω』	V
『ανασχιζω』	V
『ανασωζω』	V
『ανατεινω』	V
『ανατελλω』	V
『ανατεμνω』	V
『ανατιθημι』	V
『ανατικτω』	V
『ανατιναγμος』	N
『ανατολη.1』	N
『ανατολη』	N
『ανατρεπω』	V
『ανατρεφω』	V
『ανατρεχω』	V
『ανατροπη』	N
『ανατροφη』	N
『ανατυποω』	V
『αναφαθι』	N
『αναφαινω』	V
『αναφαλαντος』	A
『αναφαλαντωμα』	N
『αναφερω』	V
『αναφθανω』	V
『αναφορα』	N
『αναφορευς』	N
『αναφρασσω』	V
『αναφυω』	V
『αναφωνεω』	V
『αναχασκω』	V
『αναχερεθ』	N
『αναχωρεω』	V
『αναψυξις』	N
『αναψυχη』	N
『αναψυχω』	V
『ανδραγαθαεω』	V
『ανδραγαθεω』	V
『ανδραγαθια』	N
『ανδραποδον』	N
『ανδρεια』	N
『ανδρειος』	A
『ανδρειοω』	V
『ανδρειως』	D
『ανδριζομαι』	V
『ανδρογυναιος』	A
『ανδρογυνος』	A
『ανδρολογειον』	N
『ανδρονικος』	N
『ανδροφονεω』	V
『ανδροφονος』	A
『ανδροω』	V
『ανδρωδως』	D
『ανεγειρω』	V
『ανεγκλητος』	A
『ανεικαστος』	A
『ανειλεω』	V
『ανειμι』	V
『ανεκλιπης』	A
『ανελεημονως』	D
『ανελεημων』	A
『ανελεημων』	N
『ανελπιστος』	A
『ανελπιστως』	D
『ανεμος』	N
『ανεμοφθορια』	N
『ανεμοφθορος』	A
『ανεμποδιστος』	A
『ανεξελεγκτος』	A
『ανεξικακια』	N
『ανεξιχνιαστος』	A
『ανεπιεικης』	A
『ανεπιστρεπτως』	D
『ανερευναω』	V
『ανερχομαι』	V
『ανεσις』	N
『ανεταζω』	V
『ανετλην』	V
『ανευ』	P
『ανευρισκω』	V
『ανεφικτος』	A
『ανεχω』	V
『ανεψιος』	N
『ανηβος』	A
『ανηκεστος』	A
『ανηκοος』	A
『ανηκω』	V
『ανηλατος』	A
『ανηλεης』	A
『ανημελεχ』	N
『ανηνυτος』	A
『ανηρ』	A
『ανηρ』	N
『ανθεμιον』	N
『ανθεω』	V
『ανθινος』	A
『ανθιστημι』	V
『ανθομολογεομαι』	V
『ανθομολογησις』	N
『ανθος』	N
『ανθρακια』	N
『ανθρακινος』	A
『ανθραξ』	N
『ανθρωπαρεσκος』	N
『ανθρωπινος』	A
『ανθρωπος』	N
『ανθυφαιρεω』	V
『ανιαμ』	N
『ανιατος』	A
『ανιεροω』	V
『ανιηλ』	N
『ανιημι』	V
『ανικητος』	A
『ανιμ』	N
『ανιπταμαι』	V
『ανιστημι』	V
『ανισχυς』	V
『ανκαδης』	N
『αννα』	N
『ανναν』	N
『αννας』	N
『αννιας』	N
『αννιουθ』	N
『αννουα』	N
『αννουνος』	N
『αννων』	N
『ανοητος』	A
『ανοια』	A
『ανοια』	N
『ανοιγω』	V
『ανοικοδομεω』	V
『ανοικτος』	A
『ανομβρεω』	V
『ανομεω』	V
『ανομημα』	N
『ανομια』	N
『ανομοιος』	A
『ανομος』	A
『ανομως』	D
『ανονητος』	A
『ανορθοω』	V
『ανορυσσω』	V
『ανοσιος』	A
『ανοσιως』	D
『ανουμ』	N
『ανουν』	N
『ανους』	A
『ανους』	N
『ανοχη』	N
『ανταγωνιζομαι』	V
『ανταγωνιστης』	A
『ανταιρω』	V
『αντακουω』	V
『ανταλλαγμα』	N
『ανταλλασσω』	V
『ανταμειψις』	N
『ανταναιρεω』	V
『αντανακλαω』	V
『αντανιστημι』	V
『ανταποδιδωμι』	V
『ανταποδομα』	N
『ανταποδοσις』	N
『ανταποθνησκω』	V
『ανταποκρινομαι』	V
『ανταποκρισις』	N
『ανταποστελλω』	V
『ανταποτινω』	V
『αντεπω』	V
『αντερειδω』	V
『αντεχω』	V
『αντηχεω』	V
『αντι』	I
『αντι』	P
『αντιβαλλω』	V
『αντιγραφον』	N
『αντιγραφω』	V
『αντιδιδωμι』	V
『αντιδικεω』	V
『αντιδικος』	A
『αντιδικος』	N
『αντιδοκεω』	V
『αντιζηλος』	N
『αντιθετος』	A
『αντικαθιζομαι』	V
『αντικαθιστημι』	V
『αντικαταλλασσομαι』	V
『αντικειμαι』	V
